ID,Fecha,Categoria,Ventas,Clientes,Region,Descuento,Satisfaccion
1338,2023-02-25 17:00:00,A,162.98,47,Norte,10,2.7
1339,2023-02-25 18:00:00,D,445.17,15,Oeste,10,1.6
1340,2023-02-25 19:00:00,E,515.36,38,Oeste,0,2.9
1341,2023-02-25 20:00:00,A,266.2,21,Norte,20,3.8
1342,2023-02-25 21:00:00,A,323.29,14,Sur,20,4.2
1343,2023-02-25 22:00:00,C,96.1,2,Oeste,10,3.0
1344,2023-02-25 23:00:00,E,310.19,8,Sur,10,1.7
1345,2023-02-26 00:00:00,B,966.89,45,Norte,15,2.7
1346,2023-02-26 01:00:00,D,945.26,6,Sur,20,4.1
1347,2023-02-26 02:00:00,B,341.53,37,Sur,20,2.7
1348,2023-02-26 03:00:00,E,575.15,37,Este,15,3.8
1349,2023-02-26 04:00:00,A,910.5,33,Este,20,3.0
1350,2023-02-26 05:00:00,A,16.12,41,Oeste,0,2.0
1351,2023-02-26 06:00:00,E,812.58,6,Este,10,4.2
1352,2023-02-26 07:00:00,A,948.89,26,Este,10,1.3
1353,2023-02-26 08:00:00,A,100.41,39,Este,10,3.1
1354,2023-02-26 09:00:00,A,169.83,41,Sur,5,1.8
1355,2023-02-26 10:00:00,D,961.14,37,Sur,0,1.3
1356,2023-02-26 11:00:00,D,542.16,14,Este,0,3.0
1357,2023-02-26 12:00:00,C,24.05,37,Norte,15,3.0
1358,2023-02-26 13:00:00,B,265.06,8,Este,5,3.8
1359,2023-02-26 14:00:00,E,455.44,39,Norte,20,4.0
1360,2023-02-26 15:00:00,E,695.98,13,Sur,0,3.9
1361,2023-02-26 16:00:00,E,735.83,13,Norte,5,2.6
1362,2023-02-26 17:00:00,C,995.47,40,Sur,5,3.5
1363,2023-02-26 18:00:00,D,294.64,43,Norte,0,3.3
1364,2023-02-26 19:00:00,C,542.84,28,Sur,15,2.7
1365,2023-02-26 20:00:00,E,537.99,18,Sur,5,3.4
1366,2023-02-26 21:00:00,B,411.59,19,Este,10,4.8
1367,2023-02-26 22:00:00,A,177.47,38,Oeste,5,1.8
1368,2023-02-26 23:00:00,D,977.68,32,Oeste,20,4.6
1369,2023-02-27 00:00:00,D,854.78,22,Sur,0,1.2
1370,2023-02-27 01:00:00,C,503.35,2,Este,20,2.2
1371,2023-02-27 02:00:00,D,607.21,13,Oeste,15,2.2
1372,2023-02-27 03:00:00,E,234.99,23,Oeste,10,3.5
1373,2023-02-27 04:00:00,E,548.35,25,Este,0,1.5
1374,2023-02-27 05:00:00,C,698.02,28,Este,5,4.5
1375,2023-02-27 06:00:00,E,520.02,11,Oeste,10,4.3
1376,2023-02-27 07:00:00,B,990.38,33,Oeste,5,3.6
1377,2023-02-27 08:00:00,C,615.23,24,Norte,15,2.8
1378,2023-02-27 09:00:00,B,377.26,2,Norte,0,4.7
1379,2023-02-27 10:00:00,A,774.43,30,Sur,15,4.3
1380,2023-02-27 11:00:00,B,178.76,17,Oeste,15,3.0
1381,2023-02-27 12:00:00,A,390.67,40,Este,15,3.8
1382,2023-02-27 13:00:00,A,353.49,34,Este,15,3.3
1383,2023-02-27 14:00:00,B,437.49,38,Oeste,5,3.4
1384,2023-02-27 15:00:00,C,783.96,22,Sur,20,2.3
1385,2023-02-27 16:00:00,E,489.33,5,Este,5,2.8
1386,2023-02-27 17:00:00,E,796.07,48,Oeste,10,1.3
1387,2023-02-27 18:00:00,A,580.72,40,Oeste,15,2.4
1388,2023-02-27 19:00:00,A,348.65,16,Sur,10,3.8
1389,2023-02-27 20:00:00,C,811.88,13,Oeste,5,4.8
1390,2023-02-27 21:00:00,D,245.91,26,Este,15,4.9
1391,2023-02-27 22:00:00,B,232.14,31,Norte,5,3.2
1392,2023-02-27 23:00:00,A,509.46,39,Sur,15,3.4
1393,2023-02-28 00:00:00,E,268.24,48,Oeste,5,1.7
1394,2023-02-28 01:00:00,C,19.0,23,Sur,0,3.8
1395,2023-02-28 02:00:00,B,651.81,48,Oeste,20,1.3
1396,2023-02-28 03:00:00,C,515.98,12,Norte,20,2.1
1397,2023-02-28 04:00:00,B,451.06,14,Sur,15,3.7
1398,2023-02-28 05:00:00,B,967.3,18,Oeste,0,2.2
1399,2023-02-28 06:00:00,A,575.49,27,Norte,10,1.2
1400,2023-02-28 07:00:00,C,864.8,28,Este,0,4.3
1401,2023-02-28 08:00:00,C,148.06,18,Oeste,15,2.2
1402,2023-02-28 09:00:00,E,573.51,16,Norte,0,1.3
1403,2023-02-28 10:00:00,E,869.3,16,Norte,10,1.3
1404,2023-02-28 11:00:00,A,587.27,13,Sur,15,2.0
1405,2023-02-28 12:00:00,A,720.83,29,Oeste,20,1.7
1406,2023-02-28 13:00:00,D,378.32,9,Este,0,4.1
1407,2023-02-28 14:00:00,E,101.53,26,Oeste,20,2.3
1408,2023-02-28 15:00:00,B,463.32,28,Norte,20,4.2
1409,2023-02-28 16:00:00,C,400.53,41,Este,5,1.7
1410,2023-02-28 17:00:00,A,868.39,13,Norte,10,3.0
1411,2023-02-28 18:00:00,C,251.56,36,Sur,0,3.8
1412,2023-02-28 19:00:00,C,967.07,9,Oeste,20,3.6
1413,2023-02-28 20:00:00,D,958.56,47,Norte,20,3.4
1414,2023-02-28 21:00:00,E,255.16,14,Norte,10,4.7
1415,2023-02-28 22:00:00,A,354.57,12,Oeste,20,1.9
1416,2023-02-28 23:00:00,C,896.6,32,Este,20,3.0
1417,2023-03-01 00:00:00,A,966.96,38,Norte,20,4.5
1418,2023-03-01 01:00:00,B,449.0,3,Oeste,20,1.3
1419,2023-03-01 02:00:00,D,327.79,16,Sur,5,1.2
1420,2023-03-01 03:00:00,B,530.83,20,Sur,5,1.9
1421,2023-03-01 04:00:00,A,690.89,32,Oeste,15,3.5
1422,2023-03-01 05:00:00,A,280.74,23,Norte,0,2.0
1423,2023-03-01 06:00:00,E,739.11,17,Oeste,10,1.8
1424,2023-03-01 07:00:00,C,61.14,16,Oeste,15,2.8
1425,2023-03-01 08:00:00,C,58.8,38,Norte,5,3.5
1426,2023-03-01 09:00:00,B,392.42,8,Este,5,2.0
1427,2023-03-01 10:00:00,D,359.94,19,Este,5,2.2
1428,2023-03-01 11:00:00,C,322.48,30,Sur,15,3.5
1429,2023-03-01 12:00:00,E,496.11,34,Este,5,4.8
1430,2023-03-01 13:00:00,B,327.53,14,Oeste,15,3.7
1431,2023-03-01 14:00:00,B,200.34,22,Norte,5,4.1
1432,2023-03-01 15:00:00,E,316.37,44,Sur,20,2.5
1433,2023-03-01 16:00:00,D,975.16,17,Este,20,2.1
1434,2023-03-01 17:00:00,E,417.0,15,Oeste,0,2.8
1435,2023-03-01 18:00:00,D,450.27,48,Sur,5,4.2
1436,2023-03-01 19:00:00,E,580.78,32,Norte,0,2.8
1437,2023-03-01 20:00:00,E,983.51,13,Este,15,4.4
1438,2023-03-01 21:00:00,A,249.19,21,Oeste,0,5.0
1439,2023-03-01 22:00:00,B,684.47,49,Norte,5,1.3
1440,2023-03-01 23:00:00,E,718.82,40,Oeste,15,1.2
1441,2023-03-02 00:00:00,E,611.25,33,Oeste,15,1.6
1442,2023-03-02 01:00:00,C,97.69,27,Oeste,20,2.5
1443,2023-03-02 02:00:00,B,680.1,35,Norte,15,1.5
1444,2023-03-02 03:00:00,C,73.45,16,Sur,15,4.5
1445,2023-03-02 04:00:00,B,600.18,28,Oeste,0,1.1
1446,2023-03-02 05:00:00,C,742.19,34,Sur,15,2.3
1447,2023-03-02 06:00:00,E,218.86,47,Sur,10,1.7
1448,2023-03-02 07:00:00,E,843.21,1,Este,20,4.7
1449,2023-03-02 08:00:00,A,40.05,41,Este,20,3.7
1450,2023-03-02 09:00:00,C,845.37,48,Sur,15,4.6
1451,2023-03-02 10:00:00,D,465.73,31,Este,0,4.9
1452,2023-03-02 11:00:00,A,225.41,36,Este,20,3.0
1453,2023-03-02 12:00:00,C,142.44,44,Sur,20,1.9
1454,2023-03-02 13:00:00,C,953.77,33,Norte,10,1.8
1455,2023-03-02 14:00:00,A,81.94,33,Este,15,1.9
1456,2023-03-02 15:00:00,E,207.1,39,Este,20,3.8
1457,2023-03-02 16:00:00,C,354.34,18,Norte,20,1.2
1458,2023-03-02 17:00:00,E,624.03,23,Norte,20,1.2
1459,2023-03-02 18:00:00,A,549.35,23,Norte,20,3.4
1460,2023-03-02 19:00:00,E,134.39,15,Sur,0,3.6
1461,2023-03-02 20:00:00,B,296.83,26,Norte,5,3.7
1462,2023-03-02 21:00:00,D,246.36,30,Sur,10,2.5
1463,2023-03-02 22:00:00,C,221.41,25,Oeste,0,4.2
1464,2023-03-02 23:00:00,D,417.03,45,Oeste,10,3.1
1465,2023-03-03 00:00:00,E,706.99,16,Norte,20,1.4
1466,2023-03-03 01:00:00,C,225.28,39,Norte,10,4.2
1467,2023-03-03 02:00:00,E,373.01,48,Oeste,15,4.8
1468,2023-03-03 03:00:00,B,397.01,45,Sur,15,1.2
1469,2023-03-03 04:00:00,A,976.69,14,Sur,5,2.6
1470,2023-03-03 05:00:00,C,955.12,17,Norte,5,3.0
1471,2023-03-03 06:00:00,B,802.14,12,Norte,10,1.6
1472,2023-03-03 07:00:00,B,249.24,29,Norte,0,4.5
1473,2023-03-03 08:00:00,C,77.36,32,Oeste,0,2.1
1474,2023-03-03 09:00:00,E,323.74,24,Este,20,4.1
1475,2023-03-03 10:00:00,B,274.13,13,Norte,0,3.7
1476,2023-03-03 11:00:00,D,510.87,20,Sur,5,3.4
1477,2023-03-03 12:00:00,B,779.95,15,Este,0,1.8
1478,2023-03-03 13:00:00,E,859.74,4,Sur,20,1.9
1479,2023-03-03 14:00:00,E,846.42,34,Este,15,1.2
1480,2023-03-03 15:00:00,D,366.08,28,Oeste,0,2.0
1481,2023-03-03 16:00:00,B,690.36,2,Este,0,2.4
1482,2023-03-03 17:00:00,E,319.71,47,Sur,5,4.3
1483,2023-03-03 18:00:00,C,70.3,30,Este,10,2.5
1484,2023-03-03 19:00:00,A,704.55,26,Oeste,15,4.0
1485,2023-03-03 20:00:00,A,19.73,47,Sur,10,2.8
1486,2023-03-03 21:00:00,A,415.09,26,Norte,20,4.1
1487,2023-03-03 22:00:00,B,336.09,20,Este,20,4.9
1488,2023-03-03 23:00:00,D,696.44,42,Sur,10,2.0
1489,2023-03-04 00:00:00,E,768.58,28,Este,5,4.4
1490,2023-03-04 01:00:00,C,311.05,20,Oeste,5,3.5
1491,2023-03-04 02:00:00,C,813.51,11,Sur,5,4.3
1492,2023-03-04 03:00:00,B,300.98,10,Norte,15,3.6
1493,2023-03-04 04:00:00,A,451.86,23,Norte,20,2.7
1494,2023-03-04 05:00:00,B,729.75,37,Este,20,1.9
1495,2023-03-04 06:00:00,D,695.99,41,Oeste,20,1.3
1496,2023-03-04 07:00:00,D,987.49,19,Oeste,15,3.1
1497,2023-03-04 08:00:00,E,232.91,45,Este,20,5.0
1498,2023-03-04 09:00:00,E,665.69,18,Sur,10,4.0
1499,2023-03-04 10:00:00,D,613.59,49,Sur,0,2.3
1500,2023-03-04 11:00:00,D,915.95,27,Este,15,4.3
1501,2023-03-04 12:00:00,D,164.8,6,Sur,0,4.1
1502,2023-03-04 13:00:00,B,754.28,10,Sur,10,2.1
1503,2023-03-04 14:00:00,D,572.59,2,Sur,5,1.1
1504,2023-03-04 15:00:00,C,281.92,24,Este,5,1.5
1505,2023-03-04 16:00:00,A,479.69,38,Norte,5,4.5
1506,2023-03-04 17:00:00,D,340.44,28,Oeste,15,4.3
1507,2023-03-04 18:00:00,A,583.52,28,Norte,5,2.2
1508,2023-03-04 19:00:00,B,890.11,45,Sur,15,2.1
1509,2023-03-04 20:00:00,A,573.61,39,Este,15,4.2
1510,2023-03-04 21:00:00,B,635.41,2,Oeste,0,4.8
1511,2023-03-04 22:00:00,C,523.56,46,Sur,5,4.1
1512,2023-03-04 23:00:00,B,60.65,5,Oeste,20,3.4
1513,2023-03-05 00:00:00,B,240.53,11,Oeste,5,2.0
1514,2023-03-05 01:00:00,E,497.08,10,Norte,5,3.1
1515,2023-03-05 02:00:00,D,317.13,43,Sur,5,1.9
1516,2023-03-05 03:00:00,D,189.95,2,Oeste,20,4.2
1517,2023-03-05 04:00:00,C,509.09,15,Norte,20,2.5
1518,2023-03-05 05:00:00,C,329.58,39,Este,15,4.3
1519,2023-03-05 06:00:00,D,265.53,41,Oeste,20,2.5
1520,2023-03-05 07:00:00,E,469.35,37,Sur,15,4.3
1521,2023-03-05 08:00:00,D,141.95,7,Este,0,2.3
1522,2023-03-05 09:00:00,E,928.47,20,Oeste,15,2.8
1523,2023-03-05 10:00:00,C,869.03,34,Oeste,5,3.5
1524,2023-03-05 11:00:00,A,710.54,35,Sur,10,1.3
1525,2023-03-05 12:00:00,C,115.15,34,Oeste,10,4.8
1526,2023-03-05 13:00:00,C,778.12,22,Sur,5,3.3
1527,2023-03-05 14:00:00,B,809.88,31,Sur,15,3.0
1528,2023-03-05 15:00:00,B,770.09,23,Sur,5,4.4
1529,2023-03-05 16:00:00,B,122.83,19,Sur,20,4.5
1530,2023-03-05 17:00:00,B,647.47,4,Oeste,15,3.1
1531,2023-03-05 18:00:00,E,835.98,24,Este,5,4.7
1532,2023-03-05 19:00:00,D,581.58,20,Este,20,1.3
1533,2023-03-05 20:00:00,A,649.94,39,Norte,20,1.5
1534,2023-03-05 21:00:00,C,463.78,28,Sur,15,3.4
1535,2023-03-05 22:00:00,E,533.42,39,Oeste,0,2.4
1536,2023-03-05 23:00:00,A,44.03,17,Oeste,0,2.9
1537,2023-03-06 00:00:00,E,642.57,19,Norte,20,2.3
1538,2023-03-06 01:00:00,E,90.63,48,Este,0,2.6
1539,2023-03-06 02:00:00,C,440.66,35,Oeste,20,4.3
1540,2023-03-06 03:00:00,D,299.73,32,Norte,0,3.4
1541,2023-03-06 04:00:00,B,549.97,47,Este,20,5.0
1542,2023-03-06 05:00:00,D,142.08,46,Oeste,20,4.1
1543,2023-03-06 06:00:00,C,694.73,47,Sur,20,2.1
1544,2023-03-06 07:00:00,C,797.06,46,Norte,20,2.1
1545,2023-03-06 08:00:00,C,171.72,39,Oeste,10,2.3
1546,2023-03-06 09:00:00,A,113.27,35,Norte,0,4.4
1547,2023-03-06 10:00:00,D,154.06,30,Norte,20,1.1
1548,2023-03-06 11:00:00,D,878.36,17,Norte,5,1.9
1549,2023-03-06 12:00:00,E,532.91,42,Sur,15,4.6
1550,2023-03-06 13:00:00,E,472.59,47,Este,5,3.6
1551,2023-03-06 14:00:00,E,115.64,29,Este,5,1.9
1552,2023-03-06 15:00:00,C,653.06,6,Oeste,10,1.9
1553,2023-03-06 16:00:00,D,869.32,17,Sur,0,4.5
1554,2023-03-06 17:00:00,C,829.9,17,Este,10,4.6
1555,2023-03-06 18:00:00,A,629.79,14,Oeste,0,2.0
1556,2023-03-06 19:00:00,E,84.53,24,Oeste,20,2.7
1557,2023-03-06 20:00:00,C,121.27,37,Norte,10,4.3
1558,2023-03-06 21:00:00,C,58.82,40,Sur,15,4.1
1559,2023-03-06 22:00:00,A,264.9,39,Este,0,4.3
1560,2023-03-06 23:00:00,B,144.3,32,Sur,10,3.1
1561,2023-03-07 00:00:00,D,267.45,36,Sur,15,4.6
1562,2023-03-07 01:00:00,B,391.21,37,Este,5,2.3
1563,2023-03-07 02:00:00,E,943.55,48,Este,20,1.6
1564,2023-03-07 03:00:00,C,614.27,14,Sur,20,3.8
1565,2023-03-07 04:00:00,A,836.62,27,Oeste,5,3.2
1566,2023-03-07 05:00:00,A,713.25,19,Sur,10,4.4
1567,2023-03-07 06:00:00,D,121.38,31,Este,5,1.3
1568,2023-03-07 07:00:00,B,738.56,46,Sur,15,4.4
1569,2023-03-07 08:00:00,D,282.35,9,Este,0,2.2
1570,2023-03-07 09:00:00,C,642.72,38,Oeste,10,3.6
1571,2023-03-07 10:00:00,D,347.55,17,Sur,0,1.2
1572,2023-03-07 11:00:00,A,997.7,19,Oeste,5,3.4
1573,2023-03-07 12:00:00,A,270.92,44,Sur,20,3.9
1574,2023-03-07 13:00:00,E,286.34,4,Sur,0,2.5
1575,2023-03-07 14:00:00,E,931.37,48,Este,0,1.9
1576,2023-03-07 15:00:00,C,34.4,11,Norte,20,3.2
1577,2023-03-07 16:00:00,B,699.72,22,Este,0,4.3
1578,2023-03-07 17:00:00,D,728.07,4,Sur,0,2.3
1579,2023-03-07 18:00:00,C,838.01,17,Norte,20,2.0
1580,2023-03-07 19:00:00,E,974.69,8,Norte,20,2.1
1581,2023-03-07 20:00:00,D,975.85,46,Oeste,5,4.8
1582,2023-03-07 21:00:00,E,74.62,34,Sur,5,2.4
1583,2023-03-07 22:00:00,D,823.62,11,Este,0,1.0
1584,2023-03-07 23:00:00,B,649.85,31,Norte,10,4.1
1585,2023-03-08 00:00:00,C,650.87,11,Norte,5,3.8
1586,2023-03-08 01:00:00,D,137.07,38,Este,5,1.5
1587,2023-03-08 02:00:00,A,653.69,21,Este,10,4.9
1588,2023-03-08 03:00:00,A,982.66,46,Norte,10,3.4
1589,2023-03-08 04:00:00,D,912.7,30,Este,20,3.0
1590,2023-03-08 05:00:00,D,444.74,10,Oeste,5,2.5
1591,2023-03-08 06:00:00,D,49.55,26,Norte,15,4.6
1592,2023-03-08 07:00:00,A,368.67,27,Oeste,15,2.0
1593,2023-03-08 08:00:00,A,828.13,8,Sur,0,2.1
1594,2023-03-08 09:00:00,D,704.48,39,Oeste,5,1.5
1595,2023-03-08 10:00:00,E,464.75,8,Este,15,4.0
1596,2023-03-08 11:00:00,E,64.55,8,Norte,5,3.4
1597,2023-03-08 12:00:00,B,432.63,34,Oeste,5,3.4
1598,2023-03-08 13:00:00,C,474.33,16,Este,15,1.9
1599,2023-03-08 14:00:00,E,929.27,41,Este,5,3.6
1600,2023-03-08 15:00:00,A,644.68,13,Oeste,10,4.1
1601,2023-03-08 16:00:00,E,318.54,23,Norte,0,2.4
1602,2023-03-08 17:00:00,B,530.07,12,Oeste,20,4.2
1603,2023-03-08 18:00:00,B,75.39,27,Sur,15,2.4
1604,2023-03-08 19:00:00,C,972.84,22,Oeste,20,4.0
1605,2023-03-08 20:00:00,E,366.46,32,Oeste,0,1.1
1606,2023-03-08 21:00:00,A,483.09,49,Norte,10,3.2
1607,2023-03-08 22:00:00,A,361.73,27,Oeste,10,4.9
1608,2023-03-08 23:00:00,D,685.69,2,Este,10,4.9
1609,2023-03-09 00:00:00,A,665.61,45,Norte,10,2.1
1610,2023-03-09 01:00:00,C,718.17,33,Este,15,2.8
1611,2023-03-09 02:00:00,C,275.46,26,Norte,15,1.3
1612,2023-03-09 03:00:00,A,322.51,28,Sur,5,4.5
1613,2023-03-09 04:00:00,A,134.0,19,Sur,5,3.3
1614,2023-03-09 05:00:00,D,658.95,43,Sur,0,2.5
1615,2023-03-09 06:00:00,A,49.4,5,Oeste,5,1.5
1616,2023-03-09 07:00:00,D,601.71,33,Sur,0,4.8
1617,2023-03-09 08:00:00,D,871.0,20,Norte,0,3.1
1618,2023-03-09 09:00:00,A,891.92,30,Sur,0,2.1
1619,2023-03-09 10:00:00,B,454.55,45,Norte,10,2.4
1620,2023-03-09 11:00:00,B,464.71,8,Este,20,2.1
1621,2023-03-09 12:00:00,D,86.2,38,Oeste,20,3.4
1622,2023-03-09 13:00:00,A,674.06,17,Este,15,4.7
1623,2023-03-09 14:00:00,B,823.05,44,Este,0,4.4
1624,2023-03-09 15:00:00,A,252.21,1,Sur,10,2.8
1625,2023-03-09 16:00:00,A,427.09,3,Sur,5,4.3
1626,2023-03-09 17:00:00,A,840.45,46,Sur,5,2.7
1627,2023-03-09 18:00:00,E,878.35,26,Este,15,2.0
1628,2023-03-09 19:00:00,A,250.75,31,Oeste,15,4.9
1629,2023-03-09 20:00:00,E,555.06,8,Oeste,0,2.2
1630,2023-03-09 21:00:00,D,200.57,43,Este,0,2.3
1631,2023-03-09 22:00:00,B,110.86,46,Oeste,5,5.0
1632,2023-03-09 23:00:00,B,912.01,8,Este,5,1.5
1633,2023-03-10 00:00:00,B,822.3,35,Este,5,4.0
1634,2023-03-10 01:00:00,B,762.43,39,Oeste,5,4.7
1635,2023-03-10 02:00:00,B,58.28,28,Norte,20,3.0
1636,2023-03-10 03:00:00,B,845.29,4,Norte,0,1.0
1637,2023-03-10 04:00:00,B,443.66,16,Sur,0,2.5
1638,2023-03-10 05:00:00,D,348.97,13,Oeste,5,1.4
1639,2023-03-10 06:00:00,A,551.01,20,Sur,10,2.7
1640,2023-03-10 07:00:00,C,100.44,5,Este,5,4.2
1641,2023-03-10 08:00:00,E,759.08,37,Norte,15,2.8
1642,2023-03-10 09:00:00,C,586.61,20,Oeste,10,2.7
1643,2023-03-10 10:00:00,C,194.72,24,Oeste,15,3.2
1644,2023-03-10 11:00:00,A,196.35,36,Oeste,10,3.3
1645,2023-03-10 12:00:00,A,192.41,34,Norte,15,4.4
1646,2023-03-10 13:00:00,A,66.43,45,Sur,5,2.2
1647,2023-03-10 14:00:00,B,591.92,48,Norte,5,4.3
1648,2023-03-10 15:00:00,D,841.94,34,Sur,10,3.3
1649,2023-03-10 16:00:00,B,27.32,19,Este,15,2.2
1650,2023-03-10 17:00:00,D,58.51,17,Este,20,2.2
1651,2023-03-10 18:00:00,D,577.04,5,Sur,10,2.4
1652,2023-03-10 19:00:00,C,821.3,25,Este,10,3.5
1653,2023-03-10 20:00:00,C,333.47,18,Este,0,1.9
1654,2023-03-10 21:00:00,D,356.12,8,Oeste,10,4.7
1655,2023-03-10 22:00:00,D,600.38,27,Oeste,20,3.3
1656,2023-03-10 23:00:00,B,281.47,15,Norte,5,4.7
1657,2023-03-11 00:00:00,B,36.34,45,Norte,15,1.2
1658,2023-03-11 01:00:00,C,737.88,13,Norte,0,2.4
1659,2023-03-11 02:00:00,A,629.39,16,Oeste,15,1.1
1660,2023-03-11 03:00:00,D,584.95,22,Norte,5,2.1
1661,2023-03-11 04:00:00,B,744.27,20,Norte,10,4.4
1662,2023-03-11 05:00:00,C,678.48,13,Oeste,20,1.1
1663,2023-03-11 06:00:00,B,213.82,20,Sur,0,2.7
1664,2023-03-11 07:00:00,D,358.96,2,Oeste,20,1.5
1665,2023-03-11 08:00:00,D,134.85,35,Sur,20,2.7
1666,2023-03-11 09:00:00,E,138.56,47,Oeste,20,4.4
1667,2023-03-11 10:00:00,A,679.43,19,Norte,20,3.5
1668,2023-03-11 11:00:00,E,860.01,45,Este,5,3.9
1669,2023-03-11 12:00:00,C,963.11,37,Este,20,2.4
1670,2023-03-11 13:00:00,B,632.06,6,Sur,20,4.8
1671,2023-03-11 14:00:00,C,192.26,14,Sur,5,3.8
1672,2023-03-11 15:00:00,D,114.59,4,Sur,15,2.7
1673,2023-03-11 16:00:00,E,814.72,22,Este,5,2.7
1674,2023-03-11 17:00:00,E,582.97,39,Sur,10,4.7
1675,2023-03-11 18:00:00,E,622.1,36,Oeste,5,3.3
1676,2023-03-11 19:00:00,C,783.65,34,Oeste,15,3.8
1677,2023-03-11 20:00:00,D,706.24,27,Este,10,2.7
1678,2023-03-11 21:00:00,B,836.11,7,Oeste,10,1.9
1679,2023-03-11 22:00:00,B,65.65,3,Sur,0,3.9
1680,2023-03-11 23:00:00,C,750.05,47,Este,20,3.4
1681,2023-03-12 00:00:00,E,852.34,33,Sur,10,3.0
1682,2023-03-12 01:00:00,A,293.27,2,Oeste,10,3.5
1683,2023-03-12 02:00:00,C,644.04,42,Sur,15,1.8
1684,2023-03-12 03:00:00,C,321.02,16,Este,10,4.2
1685,2023-03-12 04:00:00,D,958.39,25,Sur,15,4.8
1686,2023-03-12 05:00:00,B,43.09,15,Oeste,20,4.6
1687,2023-03-12 06:00:00,C,583.99,24,Norte,0,2.3
1688,2023-03-12 07:00:00,C,174.84,15,Este,0,2.6
1689,2023-03-12 08:00:00,E,715.1,31,Sur,20,4.2
1690,2023-03-12 09:00:00,E,184.13,14,Este,20,3.4
1691,2023-03-12 10:00:00,A,243.03,14,Sur,5,3.2
1692,2023-03-12 11:00:00,D,499.43,6,Norte,10,4.7
1693,2023-03-12 12:00:00,A,915.69,14,Oeste,10,3.1
1694,2023-03-12 13:00:00,E,219.6,17,Sur,10,3.1
1695,2023-03-12 14:00:00,B,152.8,18,Sur,15,1.2
1696,2023-03-12 15:00:00,E,761.39,20,Norte,5,1.3
1697,2023-03-12 16:00:00,D,505.61,17,Este,10,1.0
1698,2023-03-12 17:00:00,E,912.67,16,Oeste,15,4.7
1699,2023-03-12 18:00:00,D,155.15,40,Sur,15,2.6
1700,2023-03-12 19:00:00,D,649.47,39,Sur,0,2.9
1701,2023-03-12 20:00:00,D,240.55,32,Oeste,15,4.4
1702,2023-03-12 21:00:00,D,165.19,44,Norte,20,3.4
1703,2023-03-12 22:00:00,D,686.6,9,Este,15,3.4
1704,2023-03-12 23:00:00,B,597.75,27,Oeste,20,2.2
1705,2023-03-13 00:00:00,A,757.28,46,Este,20,4.3
1706,2023-03-13 01:00:00,C,316.37,33,Norte,0,1.7
1707,2023-03-13 02:00:00,A,453.49,10,Norte,0,1.2
1708,2023-03-13 03:00:00,D,411.42,17,Oeste,15,1.8
1709,2023-03-13 04:00:00,B,984.25,49,Sur,0,2.1
1710,2023-03-13 05:00:00,E,299.33,49,Norte,0,2.1
1711,2023-03-13 06:00:00,B,301.87,36,Norte,10,3.7
1712,2023-03-13 07:00:00,D,361.0,17,Oeste,15,1.9
1713,2023-03-13 08:00:00,B,568.95,18,Oeste,15,3.7
1714,2023-03-13 09:00:00,B,259.8,23,Oeste,15,1.4
1715,2023-03-13 10:00:00,D,916.14,34,Norte,0,1.6
1716,2023-03-13 11:00:00,B,273.03,8,Este,0,3.0
1717,2023-03-13 12:00:00,C,896.86,13,Norte,20,4.7
1718,2023-03-13 13:00:00,C,112.44,23,Oeste,5,4.4
1719,2023-03-13 14:00:00,B,660.0,20,Sur,5,4.9
1720,2023-03-13 15:00:00,E,907.92,22,Sur,5,3.6
1721,2023-03-13 16:00:00,D,177.06,47,Oeste,10,3.7
1722,2023-03-13 17:00:00,C,968.64,23,Sur,0,3.5
1723,2023-03-13 18:00:00,E,458.35,41,Norte,20,3.5
1724,2023-03-13 19:00:00,B,946.26,35,Este,20,1.6
1725,2023-03-13 20:00:00,E,680.05,3,Norte,5,3.2
1726,2023-03-13 21:00:00,A,308.57,34,Oeste,10,2.5
1727,2023-03-13 22:00:00,C,196.42,33,Norte,10,2.8
1728,2023-03-13 23:00:00,B,310.7,46,Sur,5,3.1
1729,2023-03-14 00:00:00,D,102.09,17,Norte,5,1.5
1730,2023-03-14 01:00:00,B,152.43,45,Este,0,2.4
1731,2023-03-14 02:00:00,D,113.61,19,Sur,10,1.3
1732,2023-03-14 03:00:00,B,428.71,30,Este,20,4.9
1733,2023-03-14 04:00:00,E,797.62,23,Este,5,1.5
1734,2023-03-14 05:00:00,E,149.97,15,Este,0,2.0
1735,2023-03-14 06:00:00,E,139.02,14,Norte,20,4.6
1736,2023-03-14 07:00:00,A,646.99,2,Norte,10,2.9
1737,2023-03-14 08:00:00,D,205.21,39,Norte,5,1.5
1738,2023-03-14 09:00:00,E,106.63,49,Norte,5,2.5
1739,2023-03-14 10:00:00,A,175.18,18,Sur,0,1.5
1740,2023-03-14 11:00:00,D,924.49,6,Norte,0,1.8
1741,2023-03-14 12:00:00,B,823.26,32,Sur,10,1.2
1742,2023-03-14 13:00:00,A,360.52,21,Este,5,2.8
1743,2023-03-14 14:00:00,C,659.26,40,Sur,0,4.2
1744,2023-03-14 15:00:00,A,541.9,28,Oeste,5,3.3
1745,2023-03-14 16:00:00,A,680.35,27,Norte,10,3.4
1746,2023-03-14 17:00:00,D,685.84,2,Oeste,5,1.8
1747,2023-03-14 18:00:00,B,632.45,33,Sur,20,2.4
